url,source,title,authors,date_published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.04198,A 06-2022 csv,Preferences Implicit in the State of the World,"Shah, Rohin; Krasheninnikov, Dmitrii; Alexander, Jordan; Abbeel, Pieter; Dragan, Anca",2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.04257,A 06-2022 csv,Deep Reinforcement Learning from Policy-Dependent Human Feedback,"Arumugam, Dilip; Lee, Jun Ki; Saskin, Sophie; Littman, Michael L.",2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.05542,A 06-2022 csv,Unsupervised Visuomotor Control through Distributional Planning Networks,"Yu, Tianhe; Shevchuk, Gleb; Sadigh, Dorsa; Finn, Chelsea",2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.06162,A 06-2022 csv,Self-supervised Visual Feature Learning with Deep Neural Networks: A Survey,"Jing, Longlong; Tian, Yingli",2019-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.06766,A 06-2022 csv,Parenting: Safe Reinforcement Learning from Human Input,"Frye, Christopher; Feige, Ilya",2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.06787,A 06-2022 csv,Regularizing Black-box Models for Improved Interpretability,"Plumb, Gregory; Al-Shedivat, Maruan; Cabrera, Angel Alexander; Perer, Adam; Xing, Eric; Talwalkar, Ameet",2020-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.07379,A 06-2022 csv,Meta-Weight-Net: Learning an Explicit Mapping For Sample Weighting,"Shu, Jun; Xie, Qi; Yi, Lixuan; Zhao, Qian; Zhou, Sanping; Xu, Zongben; Meng, Deyu",2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.07685,A 06-2022 csv,World Discovery Models,"Azar, Mohammad Gheshlaghi; Piot, Bilal; Pires, Bernardo Avila; Grill, Jean-Bastien; Altché, Florent; Munos, Rémi",2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.08265,A 06-2022 csv,Quantifying Perceptual Distortion of Adversarial Examples,"Jordan, Matt; Manoj, Naren; Goel, Surbhi; Dimakis, Alexandros G.",2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.09469,A 06-2022 csv,Embedded Agency,"Demski, Abram; Garrabrant, Scott",2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.09725,A 06-2022 csv,Conservative Agency,"Turner, Alexander Matt; Hadfield-Menell, Dylan; Tadepalli, Prasad",2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.09980,A 06-2022 csv,Understanding Agent Incentives using Causal Influence Diagrams. Part I: Single Action Settings,"Everitt, Tom; Ortega, Pedro A.; Barnes, Elizabeth; Legg, Shane",2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1902.10186,A 06-2022 csv,Attention is not Explanation,"Jain, Sarthak; Wallace, Byron C.",2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.01021,A 06-2022 csv,A Strongly Asymptotically Optimal Agent in General Environments,"Cohen, Michael K.; Catt, Elliot; Hutter, Marcus",2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.01267,A 06-2022 csv,Using Causal Analysis to Learn Specifications from Task Demonstrations,"Angelov, Daniel; Hristov, Yordan; Ramamoorthy, Subramanian",2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.01567,A 06-2022 csv,Model Primitive Hierarchical Lifelong Reinforcement Learning,"Wu, Bohan; Gupta, Jayesh K.; Kochenderfer, Mykel J.",2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.01611,A 06-2022 csv,Stabilizing the Lottery Ticket Hypothesis,"Frankle, Jonathan; Dziugaite, Gintare Karolina; Roy, Daniel M.; Carbin, Michael",2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.01959,A 06-2022 csv,Learning Exploration Policies for Navigation,"Chen, Tao; Gupta, Saurabh; Gupta, Abhinav",2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.01973,A 06-2022 csv,Learning Latent Plans from Play,"Lynch, Corey; Khansari, Mohi; Xiao, Ted; Kumar, Vikash; Tompson, Jonathan; Levine, Sergey; Sermanet, Pierre",2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.02020,A 06-2022 csv,Using Natural Language for Reward Shaping in Reinforcement Learning,"Goyal, Prasoon; Niekum, Scott; Mooney, Raymond J.",2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.03088,A 06-2022 csv,Self-Tuning Networks: Bilevel Optimization of Hyperparameters using Structured Best-Response Functions,"MacKay, Matthew; Vicol, Paul; Lorraine, Jon; Duvenaud, David; Grosse, Roger",2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.03096,A 06-2022 csv,Meta-Dataset: A Dataset of Datasets for Learning to Learn from Few Examples,"Triantafillou, Eleni; Zhu, Tyler; Dumoulin, Vincent; Lamblin, Pascal; Evci, Utku; Xu, Kelvin; Goroshin, Ross; Gelada, Carles; Swersky, Kevin; Manzagol, Pierre-Antoine; Larochelle, Hugo",2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.03877,A 06-2022 csv,Literal or Pedagogic Human? Analyzing Human Model Misspecification in Objective Learning,"Milli, Smitha; Dragan, Anca D.",2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.06151,A 06-2022 csv,Deep Reinforcement Learning with Feedback-based Exploration,"Scholten, Jan; Wout, Daan; Celemin, Carlos; Kober, Jens",2019-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.06256,A 06-2022 csv,Learning Robust Representations by Projecting Superficial Statistics Out,"Wang, Haohan; He, Zexue; Lipton, Zachary C.; Xing, Eric P.",2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.06758,A 06-2022 csv,Algorithms for Verifying Deep Neural Networks,"Liu, Changliu; Arnon, Tomer; Lazarus, Christopher; Strong, Christopher; Barrett, Clark; Kochenderfer, Mykel J.",2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.08894,A 06-2022 csv,Towards Characterizing Divergence in Deep Q-Learning,"Achiam, Joshua; Knight, Ethan; Abbeel, Pieter",2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.10396,A 06-2022 csv,The LogBarrier adversarial attack: making effective use of decision boundary information,"Finlay, Chris; Pooladian, Aram-Alexandre; Oberman, Adam M.",2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.11680,A 06-2022 csv,Gradient Descent with Early Stopping is Provably Robust to Label Noise for Overparameterized Neural Networks,"Li, Mingchen; Soltanolkotabi, Mahdi; Oymak, Samet",2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1903.12261,A 06-2022 csv,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,"Hendrycks, Dan; Dietterich, Thomas",2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1904.01033,A 06-2022 csv,Multitask Soft Option Learning,"Igl, Maximilian; Gambardella, Andrew; He, Jinke; Nardelli, Nantas; Siddharth, N.; Böhmer, Wendelin; Whiteson, Shimon",2020-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1904.01318,A 06-2022 csv,Finding and Visualizing Weaknesses of Deep Reinforcement Learning Agents,"Rupprecht, Christian; Ibrahim, Cyril; Pal, Christopher J.",2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1904.06387,A 06-2022 csv,Extrapolating Beyond Suboptimal Demonstrations via Inverse Reinforcement Learning from Observations,"Brown, Daniel S.; Goo, Wonjoon; Nagarajan, Prabhat; Niekum, Scott",2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1904.06866,A 06-2022 csv,Predicting human decisions with behavioral theories and machine learning,"Plonsky, Ori; Apel, Reut; Ert, Eyal; Tennenholtz, Moshe; Bourgin, David; Peterson, Joshua C.; Reichman, Daniel; Griffiths, Thomas L.; Russell, Stuart J.; Carter, Evan C.; Cavanagh, James F.; Erev, Ido",2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1904.07633,A 06-2022 csv,HARK Side of Deep Learning -- From Grad Student Descent to Automated Machine Learning,"Gencoglu, Oguzhan; van Gils, Mark; Guldogan, Esin; Morikawa, Chamin; Süzen, Mehmet; Gruber, Mathias; Leinonen, Jussi; Huttunen, Heikki",2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1904.07854,A 06-2022 csv,End-to-End Robotic Reinforcement Learning without Reward Engineering,"Singh, Avi; Yang, Larry; Hartikainen, Kristian; Finn, Chelsea; Levine, Sergey",2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1904.09605,A 06-2022 csv,Generative Exploration and Exploitation,"Jiang, Jiechuan; Lu, Zongqing",2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1904.09959,A 06-2022 csv,Optimization and Abstraction: A Synergistic Approach for Analyzing Neural Network Robustness,"Anderson, Greg; Pailoor, Shankara; Dillig, Isil; Chaudhuri, Swarat",2019-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1904.11455,A 06-2022 csv,Ray Interference: a Source of Plateaus in Deep Reinforcement Learning,"Schaul, Tom; Borsa, Diana; Modayil, Joseph; Pascanu, Razvan",2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1904.12901,A 06-2022 csv,Challenges of Real-World Reinforcement Learning,"Dulac-Arnold, Gabriel; Mankowitz, Daniel; Hester, Todd",2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.01034,A 06-2022 csv,Transfer of Adversarial Robustness Between Perturbation Types,"Kang, Daniel; Sun, Yi; Brown, Tom; Hendrycks, Dan; Steinhardt, Jacob",2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.01067,A 06-2022 csv,"Deconstructing Lottery Tickets: Zeros, Signs, and the Supermask","Zhou, Hattie; Lan, Janice; Liu, Rosanne; Yosinski, Jason",2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.01296,A 06-2022 csv,PRECOG: PREdiction Conditioned On Goals in Visual Multi-Agent Settings,"Rhinehart, Nicholas; McAllister, Rowan; Kitani, Kris; Levine, Sergey",2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.01320,A 06-2022 csv,Meta-learners' learning dynamics are unlike learners',"Rabinowitz, Neil C.",2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.02175,A 06-2022 csv,"Adversarial Examples Are Not Bugs, They Are Features","Ilyas, Andrew; Santurkar, Shibani; Tsipras, Dimitris; Engstrom, Logan; Tran, Brandon; Madry, Aleksander",2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.03030,A 06-2022 csv,Meta-learning of Sequential Strategies,"Ortega, Pedro A.; Wang, Jane X.; Rowland, Mark; Genewein, Tim; Kurth-Nelson, Zeb; Pascanu, Razvan; Heess, Nicolas; Veness, Joel; Pritzel, Alex; Sprechmann, Pablo; Jayakumar, Siddhant M.; McGrath, Tom; Miller, Kevin; Azar, Mohammad; Osband, Ian; Rabinowitz, Neil; György, András; Chiappa, Silvia; Osindero, Simon; Teh, Yee Whye; van Hasselt, Hado; de Freitas, Nando; Botvinick, Matthew; Legg, Shane",2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.06922,A 06-2022 csv,On Variational Bounds of Mutual Information,"Poole, Ben; Ozair, Sherjil; Oord, Aaron van den; Alemi, Alexander A.; Tucker, George",2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.07861,A 06-2022 csv,Perceptual Values from Observation,"Edwards, Ashley D.; Isbell, Charles L.",2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.09335,A 06-2022 csv,Imitation Learning from Video by Leveraging Proprioception,"Torabi, Faraz; Warnell, Garrett; Stone, Peter",2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.09397,A 06-2022 csv,Cognitive Model Priors for Predicting Human Decisions,"Bourgin, David D.; Peterson, Joshua C.; Reichman, Daniel; Griffiths, Thomas L.; Russell, Stuart J.",2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.10498,A 06-2022 csv,Cold Case: The Lost MNIST Digits,"Yadav, Chhavi; Bottou, Léon",2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.10615,A 06-2022 csv,Adversarial Policies: Attacking Deep Reinforcement Learning,"Gleave, Adam; Dennis, Michael; Kant, Neel; Wild, Cody; Levine, Sergey; Russell, Stuart",2019-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.10985,A 06-2022 csv,"AI-GAs: AI-generating algorithms, an alternate paradigm for producing general artificial intelligence","Clune, Jeff",2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.11108,A 06-2022 csv,SQIL: Imitation Learning via Reinforcement Learning with Sparse Rewards,"Reddy, Siddharth; Dragan, Anca D.; Levine, Sergey",2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.11979,A 06-2022 csv,Causal Confusion in Imitation Learning,"de Haan, Pim; Jayaraman, Dinesh; Levine, Sergey",2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.12149,A 06-2022 csv,SATNet: Bridging deep learning and logical reasoning using a differentiable satisfiability solver,"Wang, Po-Wei; Donti, Priya L.; Wilder, Bryan; Kolter, Zico",2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.12186,A 06-2022 csv,Asymptotically Unambitious Artificial General Intelligence,"Cohen, Michael K.; Vellambi, Badri; Hutter, Marcus",2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.12616,A 06-2022 csv,Defending Against Neural Fake News,"Zellers, Rowan; Holtzman, Ari; Rashkin, Hannah; Bisk, Yonatan; Farhadi, Ali; Roesner, Franziska; Choi, Yejin",2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.12686,A 06-2022 csv,"Learning Representations by Humans, for Humans","Hilgard, Sophie; Rosenfeld, Nir; Banaji, Mahzarin R.; Cao, Jack; Parkes, David C.",2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1905.12888,A 06-2022 csv,Imitation Learning as $f$-Divergence Minimization,"Ke, Liyiming; Choudhury, Sanjiban; Barnes, Matt; Sun, Wen; Lee, Gilwoo; Srinivasa, Siddhartha",2020-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.00945,A 06-2022 csv,Adversarial Robustness as a Prior for Learned Representations,"Engstrom, Logan; Ilyas, Andrew; Santurkar, Shibani; Tsipras, Dimitris; Tran, Brandon; Madry, Aleksander",2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.01820,A 06-2022 csv,Risks from Learned Optimization in Advanced Machine Learning Systems,"Hubinger, Evan; van Merwijk, Chris; Mikulik, Vladimir; Skalse, Joar; Garrabrant, Scott",2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.02530,A 06-2022 csv,Can You Trust Your Model's Uncertainty? Evaluating Predictive Uncertainty Under Dataset Shift,"Ovadia, Yaniv; Fertig, Emily; Ren, Jie; Nado, Zachary; Sculley, D.; Nowozin, Sebastian; Dillon, Joshua V.; Lakshminarayanan, Balaji; Snoek, Jasper",2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.02641,A 06-2022 csv,An Extensible Interactive Interface for Agent Design,"Rahtz, Matthew; Fang, James; Dragan, Anca D.; Hadfield-Menell, Dylan",2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.02845,A 06-2022 csv,Likelihood Ratios for Out-of-Distribution Detection,"Ren, Jie; Liu, Peter J.; Fertig, Emily; Snoek, Jasper; Poplin, Ryan; DePristo, Mark A.; Dillon, Joshua V.; Lakshminarayanan, Balaji",2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.03218,A 06-2022 csv,Planning With Uncertain Specifications (PUnS),"Shah, Ankit; Li, Shen; Shah, Julie",2020-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.03973,A 06-2022 csv,E-LPIPS: Robust Perceptual Image Similarity via Random Transformation Ensembles,"Kettunen, Markus; Härkönen, Erik; Lehtinen, Jaakko",2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.04358,A 06-2022 csv,Weight Agnostic Neural Networks,"Gaier, Adam; Ha, David",2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.05433,A 06-2022 csv,Tackling Climate Change with Machine Learning,"Rolnick, David; Donti, Priya L.; Kaack, Lynn H.; Kochanski, Kelly; Lacoste, Alexandre; Sankaran, Kris; Ross, Andrew Slavin; Milojevic-Dupont, Nikola; Jaques, Natasha; Waldman-Brown, Anna; Luccioni, Alexandra; Maharaj, Tegan; Sherwin, Evan D.; Mukkavilli, S. Karthik; Kording, Konrad P.; Gomes, Carla; Ng, Andrew Y.; Hassabis, Demis; Platt, John C.; Creutzig, Felix; Chayes, Jennifer; Bengio, Yoshua",2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.05909,A 06-2022 csv,Stand-Alone Self-Attention in Vision Models,"Ramachandran, Prajit; Parmar, Niki; Vaswani, Ashish; Bello, Irwan; Levskaya, Anselm; Shlens, Jonathon",2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.08237,A 06-2022 csv,XLNet: Generalized Autoregressive Pretraining for Language Understanding,"Yang, Zhilin; Dai, Zihang; Yang, Yiming; Carbonell, Jaime; Salakhutdinov, Ruslan; Le, Quoc V.",2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.08663,A 06-2022 csv,Modeling AGI Safety Frameworks with Causal Influence Diagrams,"Everitt, Tom; Kumar, Ramana; Krakovna, Victoria; Legg, Shane",2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.09136,A 06-2022 csv,Categorizing Wireheading in Partially Embedded Agents,"Majha, Arushi; Sarkar, Sayan; Zagami, Davide",2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.09453,A 06-2022 csv,Image Synthesis with a Single (Robust) Classifier,"Santurkar, Shibani; Tsipras, Dimitris; Tran, Brandon; Ilyas, Andrew; Engstrom, Logan; Madry, Aleksander",2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.09624,A 06-2022 csv,"On the Feasibility of Learning, Rather than Assuming, Human Biases for Reward Inference","Shah, Rohin; Gundotra, Noah; Abbeel, Pieter; Dragan, Anca D.",2019-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.10187,A 06-2022 csv,Learning to Interactively Learn and Assist,"Woodward, Mark; Finn, Chelsea; Hausman, Karol",2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.10667,A 06-2022 csv,Reinforcement Learning with Competitive Ensembles of Information-Constrained Primitives,"Goyal, Anirudh; Sodhani, Shagun; Binas, Jonathan; Peng, Xue Bin; Levine, Sergey; Bengio, Yoshua",2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1906.10918,A 06-2022 csv,Towards Empathic Deep Q-Learning,"Bussmann, Bart; Heinerman, Jacqueline; Lehman, Joel",2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arxiv.org/abs/1907.00452,A 06-2022 csv,Detecting Spiky Corruption in Markov Decision Processes,"Mancuso, Jason; Kisielewski, Tomasz; Lindner, David; Singh, Alok",2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
